,Complete,Decision,Received,Sent
Migraind1,0.0,0.0,0.0,0.0
migrate,0.0,0.0,0.0,0.0
Migsby,0.0,0.0,0.0,0.0
Miguel88,0.0,0.0,0.0,0.0
miguellisman,0.0,0.0,0.0,0.0
miguel,1.0,0.769230769231,0.0,1.0
Miguk,0.266666666667,0.666666666667,0.1,0.6
mihalrose,0.0,0.0,0.0,0.0
mihoting,0.0,0.0,0.0,0.0
miinbox,0.0526315789474,0.0,0.0,0.473684210526
miis1210,0.0,0.0,0.0,0.0
mijenks,1.0,1.0,0.692307692308,1.0
Mijj09,0.1,0.7,0.0,0.0
mika1990,0.934782608696,0.95652173913,0.978260869565,1.0
mikachu,0.928571428571,0.714285714286,0.928571428571,1.0
mikael,0.0,0.0,0.0,0.0
mikaltubby3,0.0,0.0,0.0,0.0
mikcou,0.882352941176,0.529411764706,0.764705882353,0.882352941176
mike07,0.823529411765,1.0,1.0,1.0
Mike101985,0.8125,1.0,1.0,1.0
mike1234,0.0,0.0,0.0,0.0
mike14780,0.6,1.0,0.5,0.6
mike1975,0.0,0.0,0.0,0.0
Mike1984,0.0,0.0,0.0,0.0
Mike2001,0.0,0.0,0.0,0.0
mike2011,0.25,0.375,0.875,0.875
mike212,1.0,1.0,1.0,1.0
mike2355,0.0,0.0,0.0,0.0
mike23bz,0.0,0.0,0.0,0.0
mike23nc2,0.0,0.5,0.0,0.5
mike245,1.0,1.0,1.0,1.0
mike2727,0.0,0.928571428571,0.0,1.0
Mike285,0.0,0.0,0.0,0.0
Mike295855,0.0,0.0,0.0,0.0
mike3233,0.0,0.0,0.0,0.0
mike375,1.0,0.888888888889,1.0,1.0
mike44,0.0,0.0,0.0,0.0
mike4865,0.0,0.0,0.0,0.0
mike567,0.0,0.0,0.0,0.0
mike5825,0.0,0.0,0.0,0.0
mike8007,0.0,0.0,0.0,0.0
mike8153,0.0,0.944444444444,0.0,0.0
mike8335,0.0,0.0,0.0,0.0
Mike8787,0.0,0.05,0.0,0.0
MikeAlan83,0.0,0.0,0.0,0.0
mikeaustin,0.0,0.888888888889,0.0,1.0
mikeau,0.125,0.875,0.625,1.0
mikeb124,1.0,1.0,1.0,1.0
mikebarnes,1.0,1.0,1.0,1.0
mikebear,0.0,0.0,0.0,0.0
mikec311,0.0,0.0,0.0,0.0
mikec591,0.0,0.666666666667,0.0,0.0
mikecarter,0.0,0.0,0.0,0.0
mikechicago2L,0.0,0.0,0.0,0.0
MikeCH,0.0,0.0,0.0,0.0
mikecoleb,0.0,0.0,0.0,0.0
mikecw23,0.0,0.0,0.0,0.0
miked101,0.0,0.0,1.0,1.0
MikeD543,0.142857142857,0.285714285714,0.285714285714,0.285714285714
MikeDeltaFoxtrot,0.0,1.0,0.0,0.0
MikeDevil77,0.0,0.8,0.0,1.0
mikedjewell,1.0,1.0,1.0,1.0
mikedorsi,0.0,0.0,0.0,0.0
mikee1186,0.142857142857,0.714285714286,0.0,0.714285714286
mikee2011,1.0,0.714285714286,1.0,1.0
mikeeatfood,0.111111111111,0.0555555555556,0.111111111111,0.0555555555556
mikeeleat,0.0,0.0,0.0,0.0
Mikef88,0.0,0.0,0.0,0.0
mikefear,0.0,0.0,0.0,0.0
mikefoot,0.272727272727,0.636363636364,0.0,1.0
MikeForlenza,0.0,0.0,0.0,0.0
MikeFrancesa,0.0,0.0,0.0,0.0
mikefrench27,0.0,0.0,0.0,0.0
mikeg,0.95,0.75,0.0,0.0
MikeHurley,0.0,0.0,0.0,0.0
MikeJ9919,0.0,0.0,0.0,0.0
MikeJones,0.0,0.0,0.0,0.0
mikejz,0.0,0.0,0.0,0.0
Mikek1323,0.0,0.0,0.0,0.0
mikekbrad,1.0,1.0,1.0,1.0
MikeKimpel,0.0,0.0,0.0,0.0
Mikekuzma,0.0,0.0,0.0,0.0
MikeLee4814,0.0,0.0,0.0,0.0
mikelley037,0.0,0.0,0.0,0.0
mikelvis,0.0,0.0,0.0,0.0
MikeMac,0.0,0.0,0.0,0.0
Mikeman,0.0,0.0,0.0,0.0
mikemc9988,0.0,0.0,0.0,0.0
mikemenssen,0.0,0.0,0.0,0.0
mikemikepw,0.0,0.0,0.0,0.0
mikemkang,1.0,0.666666666667,0.0,1.0
mikemuyo,0.0,0.0,0.0,0.0
Mikeoma,0.0,0.0,0.0,0.0
mikeone2500,0.0,0.15,0.0,0.0
MikeOrth,0.0,0.0,0.0,0.0
mikeott22,0.0,0.0,0.0,0.0
mikepjones,0.0,0.0,0.0,0.0
mikepnc,0.0,0.0,0.0,0.0
miker33,0.0,0.0,0.0,0.0
mikeredd,0.35,0.7,0.0,1.0
MikeRN,0.0,0.833333333333,0.0,1.0
mikerotch,0.0,0.0,0.0,1.0
MikeSanchez17,0.5,0.5,0.5,0.5
mikesarich,0.0,0.0,0.0,0.0
MikeSavona,0.0,0.0,0.0,0.0
MikeSD21,0.833333333333,1.0,1.0,1.0
mikesensei,0.0,0.0,0.0,0.0
mikeshep07,0.0,0.0,0.714285714286,0.285714285714
mikeshere,0.0,0.0,0.0,0.0
mikesutter796,0.0,0.0,0.0,0.0
MikeTexas,0.0,0.0,0.0,0.0
MikeTheGator,1.0,1.0,1.0,1.0
miketomlin,1.0,0.733333333333,1.0,1.0
mikevic,0.666666666667,0.833333333333,0.0,1.0
mikey134,0.0,0.0,0.0,0.0
mikey1710,0.0,0.0,0.0,0.0
mikey315,0.0,0.0,0.0,0.0
mikey9902,0.9,0.9,0.4,1.0
mikeybear2,1.0,0.470588235294,0.0,0.0
mikeybear,0.294117647059,0.352941176471,0.0,0.941176470588
mikeyboy,0.0,0.0,0.0,0.0
MikeyCA,0.8,1.0,0.4,1.0
MikeyGA,0.0,0.0,0.0,0.0
MikeyGus,0.0,0.0,0.0,0.0
mikeyinDC,0.0,0.0,0.0,0.0
mikeyjoseyy,1.0,1.0,1.0,1.0
mikeymangood,0.0,0.0,0.0,0.0
MikeyMoe1,0.0,0.0,0.0,0.0
mikeysan,1.0,1.0,1.0,1.0
mikeyshoe,0.0,0.0,0.0,0.0
MikeyTampa,0.0,0.0,0.0,0.0
mikeytellz,0.0,0.0,0.0,0.0
Mikeytg10,0.0,0.0,0.0,0.0
mikezundel,0.2,0.2,0.0,0.2
Mike,0.0,0.0,0.0,0.0
MikhailPrimakov,1.0,0.6,1.0,1.0
miki1,0.0,0.5,0.5,0.5
MikkelVilla,1.0,1.0,1.0,1.0
miklavic,0.0,0.0,0.0,0.0
miklotov729,0.0,0.0,0.0,0.0
Miko2009,0.75,0.5,1.0,1.0
mikomiko,0.0,0.0,0.0,0.0
mikunta,0.333333333333,0.222222222222,0.111111111111,0.333333333333
Mikyca,0.818181818182,0.590909090909,0.0,1.0
mil86,1.0,1.0,1.0,1.0
mila8008,0.428571428571,0.571428571429,0.285714285714,0.285714285714
milag64,0.25,0.75,0.0,0.916666666667
milagan,0.0,0.0,0.0,0.0
milaj,0.8,0.0,0.8,0.8
MILAN328,0.0,0.0,0.0,1.0
milanabret,0.0,0.0,0.0,0.0
milanproda,0.0,0.0,0.0,0.0
milan,0.0,0.0,0.0,0.0
Milashka,0.0,0.0,0.0,0.0
milasir,0.0,0.142857142857,0.0,1.0
milawatson,0.0,0.0,0.0,0.0
MIlawhopeful,0.0,0.9,0.0,1.0
Mila,0.0,0.0,1.0,1.0
milbrath47,0.0,0.0,0.0,0.0
MildlyAmused,0.0,0.0,0.0,0.0
mildsauce,1.0,1.0,1.0,1.0
milehibuckeye,1.0,1.0,1.0,1.0
Miles%20skedsvold,0.0,0.0,0.0,0.0
miles313,0.0,0.0,0.0,0.0
Miles36,0.285714285714,1.0,0.0,1.0
miles89,0.846153846154,1.0,0.961538461538,1.0
mileshultz,0.166666666667,1.0,0.0,1.0
milesoftrials,0.0,0.0,0.0,0.0
Milespd21,0.0,0.0,0.0,0.0
milesredd,0.0,0.272727272727,0.0,0.0909090909091
Miles,0.0,0.0,0.0,0.0
milf1939,1.0,1.0,1.0,1.0
MilhouseVanHouten,0.0,0.0,0.0,0.0
militancy22,0.0,0.0,1.0,1.0
Military+MBA%3EUGPA%3F,0.0,0.0,0.0,0.0
Militarygrade,0.714285714286,1.0,0.714285714286,0.857142857143
MilitarySam,0.04,0.0,0.0,0.2
milkman,1.0,0.75,1.0,0.0
milkncookies,0.0,0.0,0.0,0.0
milkpaige,0.9,0.8,1.0,1.0
milkpan,0.636363636364,0.818181818182,1.0,1.0
milkshake,0.0,0.0,0.0,0.0
milky4ever2003,0.0,0.0,0.0,0.0
Milk,1.0,1.0,0.0,1.0
millardtime,0.0,1.0,1.0,1.0
millart,0.0,0.0,0.0,0.0
millatime721,0.0,0.666666666667,0.0,0.0
millbrook85,0.833333333333,0.666666666667,0.0,1.0
miller22,0.0,0.0,0.0,1.0
Miller30Time,0.625,0.625,0.875,0.875
Miller31,0.0,0.0,0.0,0.0
miller7458,0.0,0.0,0.0,0.0
milleram,0.0,1.0,0.0,0.0
millerik,1.0,0.6,0.666666666667,1.0
millerj159,0.0,0.0,0.0,0.0
millerjoey,0.333333333333,0.8,0.133333333333,1.0
MillerLite,0.0,0.0,0.0,0.0
millert6,0.0,0.0,0.0,0.0
MillerTime12,1.0,1.0,0.0,1.0
millertimeash,0.0,0.0,0.0,0.0
MillerTime,0.0,0.153846153846,0.0,0.0
millertyme,0.0,0.0,0.0,1.0
milleruf,0.0,0.0,0.0,0.0
millerwp,0.0,0.0,0.0,0.0
miller,0.0,0.0,0.0,0.0
millhouse4,0.375,0.5,0.0,1.0
Millican17,0.0,0.0,0.0,0.0
millicent,1.0,0.333333333333,0.0,1.0
millie14,0.0,0.6,0.0,0.0
milliedog111,0.6,0.0,0.6,0.6
milliequan,0.0,0.0,0.0,0.0
milliesct,0.0,0.0,0.0,0.0
millie,0.0,0.0,0.0,0.0
milljp02,1.0,0.916666666667,1.0,1.0
millla1,0.0,0.0,0.0,0.0
millsaps123,0.0,0.0,0.0,0.0
millsphils,1.0,0.0,0.0,1.0
Mills,0.5,0.75,0.0,1.0
millywonka,0.0714285714286,0.214285714286,0.0,0.928571428571
milochat,0.0,0.0,0.0,0.0
milogoestolawschool,1.0,0.666666666667,0.333333333333,1.0
milogoestovalencia,0.0,0.0,0.0,0.0
milostea,0.0,0.0,0.0,0.0
milou,0.588235294118,0.764705882353,0.0,0.0
milo,0.0,0.0,0.0,0.0
mils08,0.0,0.0,0.0,0.0
Miltiades,0.0,0.645161290323,0.0,0.741935483871
miltonstone,0.0,0.0,0.0,0.0
miltownpanther,0.0,0.692307692308,0.0,1.0
Miltra,1.0,1.0,1.0,1.0
Milwaukee87,0.0,0.0,0.0625,0.375
milwlawrules,0.0,0.0,0.0,0.0
milymo,1.0,0.75,1.0,1.0
mimesis,0.0,1.0,0.0,1.0
Mime,0.0,0.0,0.0,0.0
mimi23,1.0,0.444444444444,1.0,1.0
mimi2,0.0,0.0,0.0,0.0
mimichika,0.0,0.0,0.0,0.0
MimicMe2,1.0,0.875,1.0,1.0
Mimic,0.875,0.9375,1.0,1.0
MimiMaasai,0.4,0.4,0.0,0.0
mimiylee,0.0,0.0,0.0,0.0
mimi,0.0,1.0,0.0,1.0
mimoy,0.0,0.0,0.0,0.0
mimslt1,0.833333333333,1.0,0.166666666667,1.0
mimurs,0.0,0.0,0.0,0.0
min547,0.0,0.0,0.0,0.0
MinaCarver,0.0,0.0,0.0,0.777777777778
minadidi,0.0,1.0,0.0,1.0
minahq,0.0,0.0,0.0,0.0
minana,0.0,0.0,0.0,0.0
minanmi,0.0833333333333,0.75,0.583333333333,0.75
minarets,1.0,1.0,0.666666666667,1.0
minasian,0.0,0.0,0.0,0.0
minasmom,0.1,0.7,0.2,0.9
MinaS,0.0,0.0,0.0,0.0
Minat,0.0,0.0,0.0,0.0
minava01,0.0,0.0,0.0,0.0
mindatwork,0.0,0.0,0.0,1.0
mindd,0.0,0.0,0.0,0.0
mindi,0.0,0.0,0.0,0.0
mindscent,0.0,0.0,0.0,0.0
MindTheGap76,0.0,0.0,0.0,0.0
mindthegap,1.0,0.933333333333,1.0,1.0
mindygnam,0.0,0.0,0.0,0.0
minegoesupto11,0.0833333333333,0.416666666667,0.0,1.0
minehasgurgles,1.0,0.842105263158,1.0,1.0
minerva0104,0.0,0.0,0.0,0.0
minestar7,0.0,0.0,0.0,0.0
mineymoe,0.0,1.0,1.0,1.0
MingCheng,0.0,0.0,0.0,0.0
mingles,0.866666666667,1.0,0.466666666667,0.933333333333
Mingus580,0.0,0.0,0.0,0.0
minhboo,0.0,0.0,0.0,0.0
minicko88,0.0,0.166666666667,0.0,0.0
MiniMao,0.0,0.0,0.0,0.0
minimaxed15,0.0,0.0,0.0,0.0
minimormon,0.0,0.0,0.0,0.0
minimus22,0.333333333333,0.333333333333,0.666666666667,0.666666666667
minipax,0.0,0.0,0.0,0.0
minixmush,0.0,0.0,0.0,0.0
mini,0.0,0.0,0.0,0.0
minkins,0.666666666667,1.0,0.0833333333333,1.0
minn1024,0.0,0.0,0.0,0.0
minneapolisite,1.0,1.0,1.0,1.0
Minneapolis,0.909090909091,0.454545454545,0.0909090909091,1.0
Minnebadger,0.166666666667,0.833333333333,0.5,0.833333333333
Minnesanger,0.0,0.0,0.0,0.0
minnesnowtagirl,0.0,0.0,0.0,1.0
minnesotagopher,0.0,0.0,0.0,0.0
minnesotagurl,0.0344827586207,0.0689655172414,0.0,0.48275862069
minnie12345,0.0,0.0,0.0,0.0
minniek,0.0,0.25,0.0,1.0
minniemouse,1.0,0.8125,1.0,1.0
Minni_Lew,1.0,0.0833333333333,1.0,1.0
MINole04,0.0,0.0,0.0,0.0
minombreesjuan,1.0,1.0,1.0,1.0
mint92,0.0,0.0,0.0,0.0
mintchip62,0.0,0.0,0.0,0.0
mintgirl,0.0,0.0,0.0,0.0
mintless,0.0,0.0,0.0,0.0
Mintman10,0.0,0.0,0.0,0.0
mintrani,0.0,0.0,0.0,0.0
MintReeses,0.0,0.0,0.0,0.0
mintyfresh,0.0,0.375,0.0,1.0
minuteman51,0.0,0.0,0.0,0.0
Minuteman,1.0,0.75,1.0,1.0
minwahaha,0.0,0.625,0.0,0.0
minwooslitgrl,0.0,0.0,0.0,0.0
miobrien,0.0,0.0,0.0,0.0
mip1011,0.0,0.5625,0.0,1.0
mipshe,1.0,0.5,1.0,1.0
mir34,0.0,0.0,0.0,0.0
mirabi85,0.0,0.0,0.0,0.0
mirabilisguy,0.0,1.0,0.0,1.0
mirabilis,0.0,0.0,0.0,0.0
miracle2011,0.0,0.8125,0.0,1.0
miracle23,0.0,0.0,0.0,0.0
miracle87,0.0,0.0,0.0,1.0
miracle8,0.0,0.0,0.0,0.0
miraclechaser,0.25,0.4375,0.0,0.5
Miracleplz,0.933333333333,0.733333333333,0.333333333333,1.0
miracleswillhappen,0.461538461538,0.384615384615,0.0,0.769230769231
miracle,0.0,0.0,0.0,0.0
Mirage1959,0.0,0.0,0.0,0.0
MirageBlue,1.0,0.9,1.0,1.0
Mirage,0.0,0.0,0.0,0.0
mirajama,1.0,1.0,1.0,1.0
mirakell87,0.25,0.75,0.0,0.875
Miralo,0.0,0.0,0.0,0.0
mirambo,0.0,0.0,0.0,0.0
Miranda%20Stoltz,0.0,0.0,0.0,0.0
mirandabird,0.8,0.8,0.8,0.8
MirandaRights,0.125,1.0,0.0,1.0
miraut,0.0,0.0,0.0,0.0
Mira,0.2,0.8,0.0,0.8
mirchi5,0.0,0.0,0.0,0.0
mirene,0.0,0.0,0.0,0.0
miriamn,0.230769230769,0.769230769231,0.0769230769231,0.0769230769231
Miri,0.5,0.875,0.125,0.0
mirmello,0.0,0.0,0.0,0.0
mirobi,0.0,0.0,0.0,0.0
miror22,1.0,0.8,1.0,1.0
MirosGal,0.0,0.0,0.0,0.0
miro,0.0,0.0,0.0,0.0
mirr130,0.0,0.0,0.0,0.0
mirr1n,0.0,0.0,0.0,0.0
MIRRORCG,0.0,0.0,0.0,0.0
mirrorimage,1.0,1.0,1.0,1.0
mirror,0.0,0.0,0.0,0.0
Mis4tune,0.0,0.0,0.0,0.0
misanthropia,0.0,0.666666666667,0.0,0.0
misanthropology,0.0,0.0,0.0,0.0
miscellany,0.0,0.0,0.0,0.0
mischief5,0.0,0.0,0.0,0.0
mischief89,0.0,0.0,0.0,0.0
misch_Chi,0.0,0.285714285714,0.0,0.0
misclainious,1.0,0.75,1.0,1.0
MiseryChick,0.0,0.0,0.0,0.0
misery,0.0,0.0,0.0,0.0
Misfit,0.0,0.0,0.0,0.0
Misguided%20Janitor,0.0,0.0,0.0,0.0
mishamoo,0.5,0.333333333333,0.5,0.5
mishap,0.0,0.916666666667,0.0,1.0
mishasf,0.0,0.0,0.0,0.0
mishdahlin,0.888888888889,0.777777777778,1.0,1.0
mishellybell,0.0,0.0,0.0,0.0
mishihosk,1.0,1.0,1.0,1.0
mishi,0.0,0.0,0.0,0.0
mishma,0.0,0.0,0.0,0.0
mishm,0.0,0.125,0.125,1.0
mishootx,0.777777777778,0.888888888889,0.777777777778,1.0
mishy,0.0,0.0,0.0,0.0
Misirlou,0.0,0.0,0.0,0.0
Miskiev,0.0,0.0,0.0,0.0
mislaw,0.0,0.0,0.0,0.0
Miso,0.923076923077,1.0,0.846153846154,1.0
misquindib,0.0,0.0,0.0,0.0
Miss%20No%20Name,0.0,0.0,0.0,0.0
missalex,0.0,0.0,0.0,0.0
missaltius,0.0,0.0,0.0,0.0
missapples,0.933333333333,0.133333333333,0.0,1.0
missarlajean,0.0,0.0,0.0,0.0
MissAshCee,0.0,0.125,0.125,0.75
MissBrit,0.181818181818,0.0,0.727272727273,0.727272727273
missbulldog,0.0,0.0,0.0,0.0
MissCakes,0.111111111111,0.111111111111,0.0,1.0
MissCalifornia,0.0,0.0,0.0555555555556,0.666666666667
misscarlet,0.833333333333,0.833333333333,0.0,1.0
missch16,0.0,0.0,0.0,0.0
misschanandlerbong,0.666666666667,0.866666666667,0.666666666667,1.0
misschar,0.0,0.0,0.0,0.0
MissChimere,0.0,0.0,0.0,0.0
missch,0.0,0.0,0.0,0.0
misscuza,0.0,0.0,0.0,0.0
missdavis02,1.0,0.3,1.0,1.0
missed,0.0,0.0,0.0,0.0
misseechoo,0.0,0.0,0.0,0.0
misseeee,0.666666666667,0.666666666667,0.0555555555556,0.944444444444
missfesq,0.0,0.0,0.0,0.0
MissFitt,0.5,0.5,0.0,1.0
missghiaccio,0.0,0.0,0.0,0.0
missgrace,0.0,0.0,0.0,0.0
MissG,0.0,0.166666666667,0.0,1.0
MissHarvey,0.0,0.0,0.0,0.0
misshenry,0.0,0.0,0.0,0.0
missife,1.0,1.0,1.0,1.0
missingmittens,0.0,0.0,0.0,0.0
MississippiSon,0.0,0.0,0.0,0.0
MissJ87,0.0,0.125,0.0,0.0
MissJD83,0.375,0.0,0.0,1.0
MissJD,0.0,0.0,0.0,0.0
MissJenn,0.0,1.0,0.0,0.0
MissJess,1.0,0.2,1.0,1.0
MissJMaguire,0.8125,1.0,1.0,1.0
missjoe,0.888888888889,1.0,0.888888888889,1.0
missjulie80,0.166666666667,0.2,0.166666666667,0.133333333333
misskathryn22,0.0,0.0,0.2,0.6
MissKaur,0.0,0.0,0.0,0.0
misskika007,0.0,0.0,0.0,0.0
MissKris12,0.0,0.714285714286,0.0,1.0
missk,0.0,0.0,0.0,0.0
missladytwine,0.0,0.0,0.0,1.0
misslady,0.0,0.0,0.0,0.0
misslariss,0.0,0.0,0.0,0.0
MissLaw87,1.0,0.909090909091,1.0,1.0
MissLawFab,1.0,0.25,0.0,1.0
Misslawyer2013,0.142857142857,0.142857142857,0.357142857143,0.5
MissLeigh84,0.0,0.0,0.0,0.0
missliss,0.0,0.0,0.0,0.0
misslr,0.2,0.0666666666667,0.0,0.933333333333
missm702,1.0,1.0,0.375,1.0
missmack,0.0,0.0,0.0,0.0
missmaggie85,0.0,0.0,0.0,0.0
MissMaryland05,0.0,0.0,0.0,0.0
missmaryland,0.0,0.0,0.0,0.0
missmatlock,0.0,0.0,0.0,0.0
Missmeliss,0.1,0.1,0.0,0.7
MissMemphisBelle,1.0,1.0,0.0,0.0
missmika03,0.0,0.0,0.0,0.0
missmiss,0.0,0.615384615385,0.0,0.923076923077
missmusicmama,0.6,0.4,0.4,0.6
missm,0.0,1.0,1.0,1.0
missnervous,0.714285714286,0.428571428571,0.571428571429,1.0
MissNines,0.0,0.0,0.0,0.0
missolivia51,0.0,0.0,0.0,0.0
MissPacMan18,0.0,0.166666666667,0.0,0.0
MissParra2008,0.0,0.0,0.0,0.0
missperiwinkles,0.0,0.0,0.0,0.0
Misspriss,0.0,0.0,0.0,0.0
MissQ,0.285714285714,0.428571428571,0.0,0.857142857143
missrachelzane,0.0,0.0,0.0,0.0
missren,0.0,0.0,0.0,0.0
MissSaunders,0.0,0.0,0.0,0.0
misssmegannn,0.0,0.0,0.0,0.0
misstam,0.333333333333,0.333333333333,0.333333333333,1.0
misstexas,0.0,0.0,0.0,0.0
missthompson,0.0,0.0,0.0,0.0
Missunderstood,0.5625,1.0,1.0,1.0
missval,0.1,0.2,0.0,1.0
missvelociraptor,0.0,0.0,0.0,0.0
MissVG,0.0,0.0,0.0,0.0
missvicleigh,0.0,0.0,0.0,0.0
MissVik218,0.941176470588,1.0,1.0,1.0
MissViolaceous,0.0,0.666666666667,0.0,1.0
MissVirginia,0.875,0.875,1.0,1.0
missweber,0.0,0.0,0.0,0.0
missy4eva3,0.0,0.0,0.0,0.0
missyi06,0.0,0.0,0.0,0.0
missyj107,0.0,0.0,0.0,0.0
missymaya,0.0,0.0,0.0,0.0
missym,0.0,0.0,0.0,0.0
MissyNC13,0.0,0.0,0.0,0.0
Miss_Nines,0.0,0.0,0.0,0.0
miss_scarlett,0.0,0.625,0.0,0.0
mista1daful,0.941176470588,1.0,1.0,1.0
mistaboney,0.0,0.333333333333,0.0,0.0
mistasarkle,0.0,0.0,0.0,0.0
misteranthro,0.0,0.0,0.0,1.0
MisterBinks,0.166666666667,0.166666666667,0.333333333333,1.0
misterblahhead,0.0,0.0,0.0,0.0
MisterCarter,1.0,0.56,0.0,1.0
MisterCordiality,0.833333333333,0.166666666667,0.833333333333,0.833333333333
misterDA,0.0,0.0,0.0,0.0
MisterDurden,0.0,1.0,0.0,1.0
mistergoft54,0.125,0.25,0.0,0.875
mistergoft,0.0,0.0,0.0,0.0
MisterGu,1.0,0.6,0.8,1.0
misterhomer428,0.0,0.0,0.0,0.0
misterj,0.0,0.0,0.0,0.0
MisterManager,1.0,0.5,1.0,1.0
mistermister,0.8,0.8,0.6,1.0
mistermo,0.75,1.0,0.625,1.0
misternoname,0.0,0.0,0.0,0.0
misterpeas101,0.0,0.0,0.0,0.0
MisterPrice14,0.0,0.0,0.0,0.0
mistertea,1.0,1.0,0.8,1.0
MisterTim,0.0,0.0,0.0,0.0
misterwalter,0.0,0.0,0.0,0.0
misterz,0.0,0.0,0.0,0.0
mister,0.0,0.0,0.0,0.0
MISTIMM8,0.0,0.0,0.0,0.0
mistrymanv,0.0,0.0,0.0,0.0
misttamustang,0.0,0.0,0.0,0.0
mistycare,0.0,0.0,0.0,0.0
mistyg1975,0.0,0.0,0.0,0.0
mistyk,0.0,0.0,0.0,0.0
mistyveilleux23,0.0,0.0,0.0,0.0
mist,0.0,0.15,0.0,0.0
mitalum,0.0,0.0,0.0,0.0
mitball2,0.0,0.0,0.0,0.0
mitball,0.0,0.0,0.0,0.0
mitch.miller@icloud.,0.0,0.0,0.0,0.0
Mitch024,0.0,0.0,0.0,0.0
mitch11zip,0.0,0.0,0.0,0.0
Mitch124,1.0,1.0,0.0,1.0
mitch25y,0.0,0.5,0.0,1.0
mitchdas2,0.0,0.0,0.0,0.0
mitchegs,1.0,0.833333333333,0.0,1.0
mitchell634,0.0,0.0,0.0,0.0
Mitchell,0.0,0.0,0.0,0.0
mitchero,0.0,0.0,0.0,0.0
Mitchie134,0.0,0.0,0.0,0.0
MitchMcDeere24,1.0,1.0,0.0,1.0
MitchMcDeere,0.0,0.0,0.0,0.0
MitchMcdeer,0.363636363636,0.590909090909,0.272727272727,0.954545454545
mitchm,0.0,0.0,0.0,0.0
Mitchnasty,0.0,0.0,0.0,0.0
mitchringer,0.0,0.0,0.0,0.0
mitchryanb,0.0,0.0,0.0,0.0
mitch,0.0,0.0,0.0,0.0
mitf2007,0.0,0.0,0.0,0.0
MITGrad,0.0,0.0,0.0,0.0
Mithrandir,0.5,1.0,0.0,1.0
MithunM,0.0,0.0,0.0,0.0
mitragirl23,0.0,0.0,0.0,0.0
mitrajury,0.0,0.0,0.0,0.0
mittayl,1.0,0.5,1.0,1.0
mittens,0.333333333333,0.166666666667,0.0,0.0
mittwromney,0.0,0.0,0.0,0.0
mitty308,0.0,0.0,0.0,0.0
mitwit05,0.545454545455,0.363636363636,0.181818181818,0.0
mitzi1331,0.0,0.0,0.0,0.0
miumiu,0.0,0.0,0.0,0.0
mivida2k,0.0,0.0,0.0,0.0
miwilliams4,0.0,0.0,0.0,0.0
mixaka,0.0,0.0,0.0,0.0
MixedIn,0.5,0.0555555555556,0.777777777778,1.0
mixedup27,0.0,0.9,0.0,0.0
mixed,0.714285714286,0.0,0.714285714286,0.714285714286
mixman80,1.0,0.833333333333,1.0,1.0
mixmasterehd,0.0,0.0,0.0,0.0
mixmatcht,0.0,0.0,0.0,0.0
mixsix94,0.0,1.0,0.0,1.0
miyasaki,0.0,0.0,0.0,0.0
mizarkusd,0.0,0.0,0.0,0.0
MizBia,0.0,0.0,0.0,0.0
mizer99,0.0,0.0,0.0,0.0
MIZMR,1.0,0.913043478261,1.0,1.0
mizpeevish,0.0,0.0,0.0,0.0
MizShay,0.0,0.0,0.0,1.0
miztheatre,0.0,0.0,0.0,0.0
mizuno,0.0,0.0,0.0,0.0
mizu,0.0,0.0,0.0,0.0
mizz2,0.0,0.0,0.0,0.0
MizzElizabeth,0.0,0.0,0.0,0.0
mizzle11,0.0,0.0,1.0,1.0
mizzou08,1.0,0.727272727273,1.0,1.0
mizzou105,1.0,1.0,1.0,1.0
MizzouMan,0.0,0.777777777778,0.0,1.0
mizzoumisty,0.0,0.0,0.0,0.0
mizzoutiger1101,0.5,1.0,0.5,1.0
mizzoutigers88,0.0,0.0,0.0,0.0
mizzshae,1.0,0.875,1.0,1.0
mj1986,0.0,0.692307692308,0.0,0.0
mj23la,0.0,0.0,0.5,0.5
mj6117f,0.0,0.0,0.0,0.0
mj72107,1.0,1.0,0.25,1.0
mj86,0.0,0.0,0.0,0.0
mja2004,0.0,0.0,0.0,0.0
Mja585,0.0,0.0,0.0,0.0
mjacob,1.0,0.0,0.0,0.0
mjagin,0.0,0.0,0.0,0.0
mjb3214,0.0,0.0,0.0,0.0
MJB4431,0.818181818182,0.363636363636,1.0,1.0
mjb691,1.0,1.0,1.0,1.0
mjbamba,0.0,0.0,0.0,0.0
mjbean@uncg.edu,0.0,0.0,0.0,0.0
mjbustos,0.0,0.0,0.0,0.0
mjc-va,0.0,1.0,0.0,0.0
mjc329,0.0,0.0,0.0,0.75
mjca83,0.0,0.5,0.0,0.25
mjcarlson1,0.0,0.0,0.0,0.0
mjcfefo,0.923076923077,0.923076923077,0.0,1.0
mjclark3,0.0,0.0,0.0,0.0
mjcrook,0.0,0.0,0.0,0.0
mjd081,0.117647058824,0.117647058824,0.0,0.0
Mjdedu,0.0,0.0,0.0,0.0
mjdesmond,0.933333333333,0.733333333333,0.933333333333,1.0
Mjeppsen,0.136363636364,0.227272727273,0.0,1.0
mjeter,0.0,0.0,0.0,0.0
mjf0010,0.0,0.25,0.0,0.0
mjfpn6,0.0,0.0,0.0,0.0
MJGOODMAN57,0.0,0.0,0.0,0.0
MJG,0.0,0.0,0.0,0.0
mjhamilt,0.0,0.0,0.0,0.0
